"agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","sample_start_time_datum_cd_reported","sample_end_time_datum_cd_reported","startDateTime","tz_cd","remark_cd_00618","result_va_00618","val_qual_tx_00618","meth_cd_00618","dqi_cd_00618","rpt_lev_va_00618","rpt_lev_cd_00618","lab_std_va_00618","prep_set_no_00618","prep_dt_00618","anl_set_no_00618","anl_dt_00618","result_lab_cm_tx_00618","anl_ent_cd_00618"
"USGS","12479500",1990-10-26,"10:15",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1990-10-26 17:15:00,"UTC","<",0.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12479500",1991-02-20,"15:22",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PST","PST",1991-02-20 23:22:00,"UTC","<",0.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12479500",1999-08-02,"13:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1999-08-02 20:00:00,"UTC",NA,0.104,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12484500",1990-10-25,"14:00",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1990-10-25 21:00:00,"UTC",NA,0.19,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12484500",1991-02-20,"12:50",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PST","PST",1991-02-20 20:50:00,"UTC","<",0.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12484500",1999-08-02,"18:40",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","L-2160076 NSMPs due to missing FU per district and original ASR, see 'dist/qc comm', paa, 8/6/99","PDT","PDT",1999-08-03 01:40:00,"UTC",NA,0.228,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1962-11-28,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1962-12-19,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.045,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1963-02-06,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.068,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1963-03-01,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1963-03-20,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1963-04-25,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.045,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1963-06-13,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1963-08-27,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1963-09-21,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1964-10-24,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1964-11-14,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-01-16,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-02-13,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-03-07,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.045,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-04-10,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.09,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-05-08,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-06-05,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-07-11,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.045,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-08-07,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.068,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-09-06,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-10-09,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-11-06,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1965-12-05,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1966-01-09,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1966-02-19,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1966-03-22,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1966-04-13,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1966-05-11,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1966-07-14,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1966-08-17,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.045,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12489500",1966-09-16,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1962-11-28,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.09,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1962-12-19,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.068,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-02-06,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.09,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-03-01,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.045,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-03-20,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.023,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-04-25,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.09,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-05-24,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.113,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-06-13,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.09,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-07-26,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.068,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-08-21,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.068,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12492500",1963-09-21,NA,NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"PST","PST",NA,"UTC",NA,0.045,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12499000",1990-10-26,"12:45",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1990-10-26 19:45:00,"UTC","<",0.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12499000",1999-08-03,"09:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","A-2170109 ? ml filtered for soc; attn: leslie kanagy sch 1398 + o.p-ddt suite","PDT","PDT",1999-08-03 16:00:00,"UTC","<",0.05,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1991-05-23,"10:00",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1991-05-23 17:00:00,"UTC",NA,0.81,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1991-06-06,"11:30",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1991-06-06 18:30:00,"UTC",NA,0.92,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1991-06-17,"11:00",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1991-06-17 18:00:00,"UTC",NA,0.85,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1991-06-20,"16:45",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"A","9","J",NA,"PDT","PDT",1991-06-20 23:45:00,"UTC",NA,2.23,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1991-07-01,"12:25",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1991-07-01 19:25:00,"UTC",NA,0.84,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1991-07-10,"12:40",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1991-07-10 19:40:00,"UTC",NA,2.23,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1991-08-07,"11:00",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1991-08-07 18:00:00,"UTC",NA,1.08,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1991-09-04,"11:15",NA,NA,"T","USGS-WRD","WS","475332100",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1991-09-04 18:15:00,"UTC",NA,1.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-05-18,"17:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","A-1400074 Attention:  Leslie Kanagy Sch 1398+O,P'DDT suite","PDT","PDT",1999-05-19 00:00:00,"UTC",NA,0.759,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-05-26,"11:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","L-1470178 FU extra btl, add lc50 per district request/Jeanette O'Neil, paa, 6/3/99  Added LC9060 because it was incorrectly requested as a schedule on the ASR.    09/10/99  CA","PDT","PDT",1999-05-26 18:00:00,"UTC",NA,0.978,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-06-02,"10:30",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","L-1540020 per district, add lc50, paa, 6/14/99","PDT","PDT",1999-06-02 17:30:00,"UTC",NA,0.921,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-06-10,"10:20",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","A-1620196 35 ml filtered for soc","PDT","PDT",1999-06-10 17:20:00,"UTC",NA,1.05,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-06-16,"09:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","A-1680270 35 ml filtered soc, Attn Leslie Kanagy sch 1398 + o,p - DDT suite","PDT","PDT",1999-06-16 16:00:00,"UTC",NA,0.946,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-06-23,"08:50",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","A-1760047 35ml filtered for soc","PDT","PDT",1999-06-23 15:50:00,"UTC",NA,0.824,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-07-01,"09:20",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","A-1830146 35ml filtered for soc attn Leslie Kanagy-sch1398+o,p-ddtsutte","PDT","PDT",1999-07-01 16:20:00,"UTC",NA,1.08,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-07-07,"11:30",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","L-1900081 Changed request from schedule 9060(invalid) to lab code 9060.  Emailed district about correction.  Billing should be automatic.  7/12/99  PJA","PDT","PDT",1999-07-07 18:30:00,"UTC",NA,0.856,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-07-14,"09:40",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","L-1970033 Credited for lab code 8398 that is missing.  PJA  10/04/99","PDT","PDT",1999-07-14 16:40:00,"UTC",NA,0.796,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-07-21,"13:20",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-2030062 37 ml filtered for soc","PDT","PDT",1999-07-21 20:20:00,"UTC",NA,1.13,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-07-27,"11:30",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","L-2090181 Added LS8398 per request of Jennifer Morace, OR.  Reference Denorg email from 07/28/99.    CA","PDT","PDT",1999-07-27 18:30:00,"UTC",NA,1.04,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-08-03,"07:40",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9",NA,"PDT","PDT",1999-08-03 14:40:00,"UTC",NA,0.875,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-08-03,"19:40",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","A-2180144 35 ml filtered for soc, attn: leslie kanagy sch 1398 + o.p-ddt suite","PDT","PDT",1999-08-04 02:40:00,"UTC",NA,0.953,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-08-11,"11:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","L-2240255 8/16/99 added lc50 per district request-tas","PDT","PDT",1999-08-11 18:00:00,"UTC",NA,0.939,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-08-18,"09:40",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1999-08-18 16:40:00,"UTC",NA,1.03,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-08-25,"10:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-2380110 42 filtered for soc, attn: leslie kanagy - sch 1398 +o,p-ddt suite","PDT","PDT",1999-08-25 17:00:00,"UTC",NA,1.29,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-09-02,"10:20",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9","A-2460193 34 ml filtered for soc","PDT","PDT",1999-09-02 17:20:00,"UTC",NA,1.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-09-09,"10:30",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-2530509 37ml filtered for soc, attn: Leslie Kanagy=sch8398+o,p-ddt suhe","PDT","PDT",1999-09-09 17:30:00,"UTC",NA,1.33,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-09-15,"13:20",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-2590200 80 mls for soc","PDT","PDT",1999-09-15 20:20:00,"UTC",NA,0.942,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-09-22,"11:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-2660052 ml filtered for soc; attn: leslie kanagy - lab code 8398 + o,p - ddt suite","PDT","PDT",1999-09-22 18:00:00,"UTC",NA,1.03,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-09-29,"12:20",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-2730120 62 ml for soc","PDT","PDT",1999-09-29 19:20:00,"UTC",NA,1.75,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-10-20,"11:50",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-2940188 83ml filtered for soc, attn Leslie Kanagy, lc8398,t o, p-ddt suhe","PDT","PDT",1999-10-20 18:50:00,"UTC",NA,2.38,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-11-16,"11:40",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","L-3210043 Added LC8388.  Lab code was missed in original entry.  Billing was done separately.    01/07/00  CA","PST","PST",1999-11-16 19:40:00,"UTC",NA,5.32,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",1999-12-08,"10:30",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","L-3430061 Deleted and re-added LC8388 to get the correct call-ins.  Billing was done separately.    01/07/00  CA","PST","PST",1999-12-08 18:30:00,"UTC",NA,5.89,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",2000-01-11,"11:30",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-0120109 90 ml filtered for soc; attn: leslie kanagy, lc8398 + o,d - ddt suite","PST","PST",2000-01-11 19:30:00,"UTC",NA,5.56,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",2000-06-20,"15:00",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2000-06-20 22:00:00,"UTC",NA,1.09,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",2000-07-20,"09:30",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"9","7","9","A-2030257 warning: potentially high pesticide concentrations!!","PDT","PDT",2000-07-20 16:30:00,"UTC",NA,0.657,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500420",2000-10-31,"14:30",NA,NA,"T","USGS-WRD","WS","474116900",NA,NA,NA,"4","7","9",NA,"PST","PST",2000-10-31 22:30:00,"UTC",NA,4.3,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1985-11-05,"10:00",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"PST","PST",1985-11-05 18:00:00,"UTC",NA,0.19,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1986-01-27,"10:45",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"PST","PST",1986-01-27 18:45:00,"UTC",NA,0.32,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1986-03-10,"13:15",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"9","9","Z",NA,"PST","PST",1986-03-10 21:15:00,"UTC",NA,0.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1986-06-12,"11:10",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1986-06-12 18:10:00,"UTC",NA,0.21,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1986-07-07,"11:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1986-07-07 18:30:00,"UTC",NA,0.24,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1986-09-22,"14:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1986-09-22 21:30:00,"UTC",NA,0.3,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1986-11-05,"13:35",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PST","PST",1986-11-05 21:35:00,"UTC",NA,0.43,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1987-02-06,"11:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PST","PST",1987-02-06 19:00:00,"UTC",NA,0.42,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1987-03-25,"10:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PST","PST",1987-03-25 18:45:00,"UTC",NA,0.09,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1987-05-14,"10:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1987-05-14 17:00:00,"UTC","<",0.1,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1987-08-11,"08:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1987-08-11 15:00:00,"UTC",NA,0.16,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1987-09-10,"10:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PDT","PDT",1987-09-10 17:30:00,"UTC",NA,0.16,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12500450",1987-11-12,"11:35",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"PST","PST",1987-11-12 19:35:00,"UTC",NA,0.68,NA,"ALGOR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
