"agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","sample_start_time_datum_cd_reported","sample_end_time_datum_cd_reported","startDateTime","tz_cd"
"USGS","12505450",2003-09-22,"10:50",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-2670040 65 mls for tpcn","80154",NA,240,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2003-09-22 17:50:00,"UTC"
"USGS","12505450",2003-10-15,"11:00",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-00265A","80154",NA,165,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2003-10-15 18:00:00,"UTC"
"USGS","12505450",2003-11-18,"10:10",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-00403A","80154",NA,59,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",2003-11-18 18:10:00,"UTC"
"USGS","12505450",2003-12-09,"11:20",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-00438A","80154",NA,125,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",2003-12-09 19:20:00,"UTC"
"USGS","12505450",2004-01-20,"10:00",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-00535A","80154",NA,83,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",2004-01-20 18:00:00,"UTC"
"USGS","12505450",2004-02-18,"10:10",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-00647A","80154",NA,49,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",2004-02-18 18:10:00,"UTC"
"USGS","12505450",2004-03-16,"08:10",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","7","9","MM-00768A","80154",NA,108,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",2004-03-16 16:10:00,"UTC"
"USGS","12505450",2004-03-22,"10:20",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","7","9","MM-00799A","80154",NA,93,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PST","PST",2004-03-22 18:20:00,"UTC"
"USGS","12505450",2004-04-05,"08:10",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","7","9","MM-00873A","80154",NA,121,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-04-05 15:10:00,"UTC"
"USGS","12505450",2004-04-20,"07:40",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-00951A","80154",NA,460,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-04-20 14:40:00,"UTC"
"USGS","12505450",2004-04-27,"08:20",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-1190085 30 mls for tpcn","80154",NA,1990,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-04-27 15:20:00,"UTC"
"USGS","12505450",2004-05-04,"08:30",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-1270073 mls for tpcn- 65ml, 65ml","80154",NA,399,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-05-04 15:30:00,"UTC"
"USGS","12505450",2004-05-12,"09:00",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","7","9","MM-01068A","80154",NA,180,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-05-12 16:00:00,"UTC"
"USGS","12505450",2004-05-18,"07:20",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","7","9","A-1400140 52mls, 49 mls, and 62 mls for tpcnL-1400140 x= no gcc recvd  *district emailed concerning missing GCC, paa, 5/20/04  *per district/doug, delete sch2003, no GCC collected, paa, 5/21/04","80154",NA,149,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-05-18 14:20:00,"UTC"
"USGS","12505450",2004-06-01,"07:50",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-01418A","80154",NA,101,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-06-01 14:50:00,"UTC"
"USGS","12505450",2004-06-07,"08:10",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","7","9","MM-01479A","80154",NA,79,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-06-07 15:10:00,"UTC"
"USGS","12505450",2004-06-15,"07:50",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-01614A","80154",NA,73,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-06-15 14:50:00,"UTC"
"USGS","12505450",2004-06-22,"07:20",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-1750151 28, 30, 31 mls for tpcn","80154",NA,70,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-06-22 14:20:00,"UTC"
"USGS","12505450",2004-06-29,"07:40",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-1820220 36, 32, 34 mls for tpcn","80154",NA,45,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-06-29 14:40:00,"UTC"
"USGS","12505450",2004-07-06,"08:10",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-1890097 33,37,35 mls for tpcn","80154",NA,46,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-07-06 15:10:00,"UTC"
"USGS","12505450",2004-07-13,"10:50",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-1960087 34,35,36 mls for tpcn","80154",NA,36,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-07-13 17:50:00,"UTC"
"USGS","12505450",2004-07-20,"08:10",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","7","9","A-2030189 28, 31, 28 mls for tpcn","80154",NA,44,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-07-20 15:10:00,"UTC"
"USGS","12505450",2004-07-27,"08:20",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","7","9","A-2100074 28, 29, 32 mls for tpcn","80154",NA,45,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-07-27 15:20:00,"UTC"
"USGS","12505450",2004-08-04,"08:40",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-2180191 28, 29, 31 mLs for TPCN","80154",NA,42,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-08-04 15:40:00,"UTC"
"USGS","12505450",2004-08-10,"08:50",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-2240116 29, 29, 29 mls for tpcn","80154",NA,40,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-08-10 15:50:00,"UTC"
"USGS","12505450",2004-08-17,"08:30",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","MM-02708A","80154",NA,64,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-08-17 15:30:00,"UTC"
"USGS","12505450",2004-08-24,"08:40",NA,NA,"K","USGS-WRD","WS","91229BI39",NA,NA,NA,"9","9","9","A-2400064 30,31, 31 mls for tpcnL-2400064 recvd 8-26-04","80154",NA,115,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-08-24 15:40:00,"UTC"
"USGS","12505450",2004-08-30,"07:10",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-2440193 34, 34, 30 mls for tpcn","80154",NA,123,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-08-30 14:10:00,"UTC"
"USGS","12505450",2004-09-07,"10:40",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-2530254 30,32,31  mls for tpcn","80154",NA,83,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-09-07 17:40:00,"UTC"
"USGS","12505450",2004-09-14,"07:40",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-2590055 28, 31, 29  mls for tpcnL-2590055 x=no doc recvd..  district emailed concerning missing DOC, paa, 9/15/04","80154",NA,117,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-09-14 14:40:00,"UTC"
"USGS","12505450",2004-09-21,"09:00",NA,NA,"K","USGS-WRD","WS","97229BI39",NA,NA,NA,"9","9","9","A-2660155 31, 30, 31  mls for tpcn","80154",NA,109,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDT","PDT",2004-09-21 16:00:00,"UTC"
"USGS","12505450",2009-10-20,"10:40",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-2940007 Attention: Charlie Patton TPCN Vol filtered = 25mLs filtered","80154",NA,56,NA,"SED10","R",1,"MRL",NA,72912,20101018,455800,20101117,"Set Sn 1/0","USGS-CVO","PDT","PDT",2009-10-20 17:40:00,"UTC"
"USGS","12505450",2009-11-19,"11:00",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-3240180 Attention: Charlie Patton TPCN Vol filtered = 50mLs per filter","80154",NA,101,NA,"SED10","R",1,"MRL",NA,72912,20101018,455798,20101117,"Set Sn 2/0","USGS-CVO","PST","PST",2009-11-19 19:00:00,"UTC"
"USGS","12505450",2009-12-15,"11:40",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-3510169 Attention: Charlie Patton TPCN Vol filtered = 50mLs per filter","80154",NA,136,NA,"SED10","R",1,"MRL",NA,72912,20101018,455796,20101117,"Set Sn 3/0","USGS-CVO","PST","PST",2009-12-15 19:40:00,"UTC"
"USGS","12505450",2010-01-20,"10:50",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-0210092 Attention: Charlie Patton TPCN vol filtered = 50mLs per filter","80154",NA,36,NA,"SED10","R",1,"MRL",NA,72912,20101018,455792,20101117,"Set Sn 5/0","USGS-CVO","PST","PST",2010-01-20 18:50:00,"UTC"
"USGS","12505450",2010-02-23,"10:30",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-0550072 Attention: Charlie Patton TPCN. Vol filtered = 50mLs per filter","80154",NA,53,NA,"SED10","R",1,"MRL",NA,72912,20101018,455790,20101117,"Set Sn 6/0","USGS-CVO","PST","PST",2010-02-23 18:30:00,"UTC"
"USGS","12505450",2010-03-15,"10:20",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-0750170 Attention: Charlie Patton TPCN Vol filtered = 50mLs per filter","80154",NA,90,NA,"SED10","R",1,"MRL",NA,72912,20101018,455788,20101117,"Set Sn 7/0","USGS-CVO","PDT","PDT",2010-03-15 17:20:00,"UTC"
"USGS","12505450",2010-04-19,"11:30",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-1100072 Attention: Charlie Patton TPCN Volume filtered = 25mLs per filter.","80154",NA,136,NA,"SED10","R",1,"MRL",NA,72912,20101018,455786,20101117,"Set Sn 8/0","USGS-CVO","PDT","PDT",2010-04-19 18:30:00,"UTC"
"USGS","12505450",2010-05-03,"10:10",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","7","9","A-1250081 Attention: Charlie Patton TPCN vol filtered = 15mLs/filter","80154",NA,232,NA,"SED10","R",1,"MRL",NA,72912,20101018,455784,20101117,"Set Sn 9/0","USGS-CVO","PDT","PDT",2010-05-03 17:10:00,"UTC"
"USGS","12505450",2010-05-17,"10:40",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","7","9","A-1380048 Attention: Charlie Patton TPCN. Vol filtered = 15mLs per filter.","80154",NA,107,NA,"SED10","R",1,"MRL",NA,72912,20101018,455782,20101117,"Set Sn 10/0","USGS-CVO","PDT","PDT",2010-05-17 17:40:00,"UTC"
"USGS","12505450",2010-05-24,"11:40",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-1450108 Attention: Charlie Patton TPCN. Vol filtered = 15mLs per filter","80154",NA,61,NA,"SED10","R",1,"MRL",NA,72912,20101018,455780,20101117,"Set Sn 11/0 time on tag 1040","USGS-CVO","PDT","PDT",2010-05-24 18:40:00,"UTC"
"USGS","12505450",2010-06-01,"10:50",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-1540196 Attention: Charlie Patton TPCN Vol filtered = 20mLs per filter","80154",NA,67,NA,"SED10","R",1,"MRL",NA,72912,20101018,455778,20101117,"Set Sn 12/0","USGS-CVO","PDT","PDT",2010-06-01 17:50:00,"UTC"
"USGS","12505450",2010-06-21,"10:30",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","A-1730114 Attention: Charlie Patton TPCN, Vol filtered = 20mLs per filter.","80154",NA,36,NA,"SED10","R",1,"MRL",NA,72912,20101018,455776,20101117,"Set Sn 13/0","USGS-CVO","PDT","PDT",2010-06-21 17:30:00,"UTC"
"USGS","12505450",2010-06-28,"10:30",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","7","9","A-1800028 Attention: Charlie Patton TPCN Vol filtered = 25mLs per filter.","80154",NA,91,NA,"SED10","R",1,"MRL",NA,72912,20101018,455774,20101117,"Set Sn 14/0","USGS-CVO","PDT","PDT",2010-06-28 17:30:00,"UTC"
"USGS","12505450",2010-07-06,"10:20",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"6","9","9",NA,"80154",NA,112,NA,"SED10","R",1,"MRL",NA,72912,20101018,455770,20101117,"Set Sn 16/0","USGS-CVO","PDT","PDT",2010-07-06 17:20:00,"UTC"
"USGS","12505450",2010-07-19,"11:10",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"80154",NA,298,NA,"SED10","R",1,"MRL",NA,72912,20101018,455768,20101117,"Set Sn 17/0","USGS-CVO","PDT","PDT",2010-07-19 18:10:00,"UTC"
"USGS","12505450",2010-07-27,"10:40",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"80154",NA,145,NA,"SED10","R",1,"MRL",NA,72912,20101018,455766,20101117,"Set Sn 18/0","USGS-CVO","PDT","PDT",2010-07-27 17:40:00,"UTC"
"USGS","12505450",2010-08-10,"10:30",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"80154",NA,159,NA,"SED10","R",1,"MRL",NA,72912,20101018,455764,20101117,"Set Sn 19/0","USGS-CVO","PDT","PDT",2010-08-10 17:30:00,"UTC"
"USGS","12505450",2010-08-16,"10:20",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"6","9","9","L-2290108 X = Recvd warm Per Copeland ok to login, PG Chilled containers received warm at 9.6   Degrees C","80154",NA,166,NA,"SED10","R",1,"MRL",NA,72912,20101018,455762,20101117,"Set Sn 20/0","USGS-CVO","PDT","PDT",2010-08-16 17:20:00,"UTC"
"USGS","12505450",2010-08-31,"10:10",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"6","7","9",NA,"80154",NA,269,NA,"SED10","R",1,"MRL",NA,72912,20101018,455760,20101117,"Set Sn 21/0","USGS-CVO","PDT","PDT",2010-08-31 17:10:00,"UTC"
"USGS","12505450",2010-09-13,"10:00",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,259,NA,"SED10","R",1,"MRL",NA,72912,20101018,455758,20101117,"Set Sn 22/0","USGS-CVO","PDT","PDT",2010-09-13 17:00:00,"UTC"
"USGS","12505450",2010-09-27,"08:40",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"80154",NA,308,NA,"SED10","R",1,"MRL",NA,72912,20101018,455756,20101117,"Set Sn 23/0","USGS-CVO","PDT","PDT",2010-09-27 15:40:00,"UTC"
"USGS","12505450",2012-10-11,"09:40",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","A-2860098 20mL of filtered sample used for PEST","80154",NA,77,NA,"SED16","R",1,"MRL",NA,81150,20121108,665642,20130117,NA,"USGS-CVO","PDT","PDT",2012-10-11 16:40:00,"UTC"
"USGS","12505450",2012-11-06,"10:00",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","A-3120115 21mL of filtered sample water used for PEST. L-3120115 corrected proposal to CL13NAWWA, WSC emailed for verify, paa, 11/9/12","80154",NA,36,NA,"SED16","R",1,"MRL",NA,81152,20121108,665548,20130117,NA,"USGS-CVO","PST","PST",2012-11-06 18:00:00,"UTC"
"USGS","12505450",2012-12-05,"11:10",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,62,NA,"SED16","R",1,"MRL",NA,81571,20121213,666382,20130129,NA,"USGS-CVO","PST","PST",2012-12-05 19:10:00,"UTC"
"USGS","12505450",2013-01-09,"09:40",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,74,NA,"SED16","R",1,"MRL",NA,82123,20130123,735157,20130328,NA,"USGS-CVO","PST","PST",2013-01-09 17:40:00,"UTC"
"USGS","12505450",2013-02-05,"11:30",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","A-0370063 20mL of water filtered for pesticide sch 2437","80154",NA,48,NA,"SED16","R",1,"MRL",NA,82305,20130208,735945,20130417,NA,"USGS-CVO","PST","PST",2013-02-05 19:30:00,"UTC"
"USGS","12505450",2013-02-20,"09:30",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,59,NA,"SED16","R",1,"MRL",NA,82514,20130307,737170,20130422,NA,"USGS-CVO","PST","PST",2013-02-20 17:30:00,"UTC"
"USGS","12505450",2013-03-06,"09:20",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,49,NA,"SED16","R",1,"MRL",NA,82515,20130307,737192,20130422,NA,"USGS-CVO","PST","PST",2013-03-06 17:20:00,"UTC"
"USGS","12505450",2013-03-20,"09:30",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","LabSampleID: 280-43647-19","80154",NA,35,NA,"SED16","R",1,"MRL",NA,82707,20130322,740497,20130508,NA,"USGS-CVO","PDT","PDT",2013-03-20 16:30:00,"UTC"
"USGS","12505450",2013-04-09,"08:30",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"6","9","9","LabSampleID: 560-42185-12","80154",NA,161,NA,"SED16","R",1,"MRL",NA,82839,20130415,748863,20130613,NA,"USGS-CVO","PDT","PDT",2013-04-09 15:30:00,"UTC"
"USGS","12505450",2013-04-24,"09:10",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,129,NA,"SED16","R",1,"MRL",NA,83008,20130426,750906,20130703,NA,"USGS-CVO","PDT","PDT",2013-04-24 16:10:00,"UTC"
"USGS","12505450",2013-05-07,"09:10",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,112,NA,"SED16","R",1,"MRL",NA,83071,20130510,757256,20130718,NA,"USGS-CVO","PDT","PDT",2013-05-07 16:10:00,"UTC"
"USGS","12505450",2013-05-15,"10:20",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,134,NA,"SED16","R",1,"MRL",NA,83210,20130522,757864,20130723,NA,"USGS-CVO","PDT","PDT",2013-05-15 17:20:00,"UTC"
"USGS","12505450",2013-05-22,"08:10",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"6","9","9",NA,"80154",NA,316,NA,"SED16","R",1,"MRL",NA,83242,20130523,758235,20130724,NA,"USGS-CVO","PDT","PDT",2013-05-22 15:10:00,"UTC"
"USGS","12505450",2013-06-05,"09:20",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,59,NA,"SED16","R",1,"MRL",NA,83336,20130607,759676,20130731,NA,"USGS-CVO","PDT","PDT",2013-06-05 16:20:00,"UTC"
"USGS","12505450",2013-06-12,"09:40",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","L-1640134 X = Only 1 DIC needed, PG","80154",NA,46,NA,"SED16","R",1,"MRL",NA,83680,20130624,770243,20130906,NA,"USGS-CVO","PDT","PDT",2013-06-12 16:40:00,"UTC"
"USGS","12505450",2013-06-19,"08:50",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","L-1720026 Received June 20,2013","80154",NA,53,NA,"SED16","R",1,"MRL",NA,83682,20130624,770218,20130906,NA,"USGS-CVO","PDT","PDT",2013-06-19 15:50:00,"UTC"
"USGS","12505450",2013-07-10,"09:00",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,34,NA,"SED16","R",1,"MRL",NA,83779,20130711,770248,20130906,"Set A 1/4","USGS-CVO","PDT","PDT",2013-07-10 16:00:00,"UTC"
"USGS","12505450",2013-07-17,"10:50",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,30,NA,"SED10","R",1,"MRL",NA,154178,20130729,772210,20131021,NA,"USGS-CVO","PDT","PDT",2013-07-17 17:50:00,"UTC"
"USGS","12505450",2013-07-24,"10:30",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","A-2070118 Field Replicate L-2070118 Received July 25, 2013","80154",NA,38,NA,"SED10","R",1,"MRL",NA,156669,20130729,772217,20131021,NA,"USGS-CVO","PDT","PDT",2013-07-24 17:30:00,"UTC"
"USGS","12505450",2013-08-07,"08:10",NA,NA,"K","USGSWAWC","WS","CCYK",NA,NA,NA,"9","9","9","L-2210116 Received August 08, 2013","80154",NA,81,NA,"SED16","R",1,"MRL",NA,84016,20130808,771652,20130926,NA,"USGS-CVO","PDT","PDT",2013-08-07 15:10:00,"UTC"
"USGS","12505450",2013-08-14,"08:30",NA,NA,"K","USGSWAWC","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,62,NA,"SED10","R",1,"MRL",NA,154892,20130815,772221,20131021,NA,"USGS-CVO","PDT","PDT",2013-08-14 15:30:00,"UTC"
"USGS","12505450",2013-08-20,"10:20",NA,NA,"K","USGSWAWC","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,79,NA,"SED16","R",1,"MRL",NA,157553,20130823,773080,20131118,NA,"USGS-CVO","PDT","PDT",2013-08-20 17:20:00,"UTC"
"USGS","12505450",2013-09-04,"08:50",NA,NA,"K","USGSWAWC","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,63,NA,"SED16","R",1,"MRL",NA,159060,20130906,773960,20131120,NA,"USGS-CVO","PDT","PDT",2013-09-04 15:50:00,"UTC"
"USGS","12505450",2013-09-18,"09:00",NA,NA,"K","USGSWAWC","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,88,NA,"SED16","R",1,"MRL",NA,162126,20130923,775260,20131209,NA,"USGS-CVO","PDT","PDT",2013-09-18 16:00:00,"UTC"
"USGS","12505450",2013-10-23,"08:40",NA,NA,"K","USGSWAWC","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,57,NA,"SED16","R",1,"MRL",NA,162274,20131031,775802,20131230,NA,"USGS-CVO","PDT","PDT",2013-10-23 15:40:00,"UTC"
"USGS","12505450",2013-11-06,"08:40",NA,NA,"K","USGSWAWC","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,34,NA,"SED16","R",1,"MRL",NA,162972,20131108,780359,20140130,NA,"USGS-CVO","PST","PST",2013-11-06 16:40:00,"UTC"
"USGS","12505450",2013-12-10,"09:00",NA,NA,"K","USGSWAWC","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,58,NA,"SED16","R",1,"MRL",NA,163515,20131217,784469,20140325,NA,"USGS-CVO","PST","PST",2013-12-10 17:00:00,"UTC"
"USGS","12505450",2014-01-08,"08:50",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,42,NA,"SED16","R",1,"MRL",NA,164094,20140114,788897,20140417,NA,"USGS-CVO","PST","PST",2014-01-08 16:50:00,"UTC"
"USGS","12505450",2014-02-06,"10:20",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"4","9","9",NA,"80154",NA,3,NA,"SED16","R",1,"MRL",NA,164507,20140214,789181,20140418,NA,"USGS-CVO","PST","PST",2014-02-06 18:20:00,"UTC"
"USGS","12505450",2014-02-19,"08:00",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,23,NA,"SED16","R",1,"MRL",NA,164790,20140227,789015,20140417,NA,"USGS-CVO","PST","PST",2014-02-19 16:00:00,"UTC"
"USGS","12505450",2014-03-05,"08:50",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,10,NA,"SED16","R",1,"MRL",NA,165018,20140307,790852,20140512,NA,"USGS-CVO","PST","PST",2014-03-05 16:50:00,"UTC"
"USGS","12505450",2014-03-20,"08:20",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"80154",NA,21,NA,"SED16","R",1,"MRL",NA,165349,20140324,786372,20140512,NA,"USGS-CVO","PDT","PDT",2014-03-20 15:20:00,"UTC"
"USGS","12505450",2014-04-09,"08:00",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9","MM-38429A","80154",NA,44,NA,"SED16","R",1,"MRL",NA,166274,NA,789364,20140711,NA,"USGS-CVO","PDT","PDT",2014-04-09 15:00:00,"UTC"
"USGS","12505450",2014-04-23,"08:40",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9","MM-38431A","80154",NA,78,NA,"SED16","R",1,"MRL",NA,166391,20140429,790005,20140715,NA,"USGS-CVO","PDT","PDT",2014-04-23 15:40:00,"UTC"
