"agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","sample_start_time_datum_cd_reported","sample_end_time_datum_cd_reported","startDateTime","tz_cd","remark_cd_00300","result_va_00300","val_qual_tx_00300","meth_cd_00300","dqi_cd_00300","rpt_lev_va_00300","rpt_lev_cd_00300","lab_std_va_00300","prep_set_no_00300","prep_dt_00300","anl_set_no_00300","anl_dt_00300","result_lab_cm_tx_00300","anl_ent_cd_00300"
"USGS","12505450",2020-06-23,"09:10",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2020-06-23 16:10:00,"UTC",NA,9.1,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-07-07,"08:00",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-02029A","PDT","PDT",2020-07-07 15:00:00,"UTC",NA,7.9,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-07-14,"07:50",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2020-07-14 14:50:00,"UTC",NA,8.1,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-07-21,"07:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03787A","PDT","PDT",2020-07-21 14:30:00,"UTC",NA,7.1,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-08-20,"07:20",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-02030A","PDT","PDT",2020-08-20 14:20:00,"UTC",NA,7.9,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-08-25,"07:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-02031A","PDT","PDT",2020-08-25 14:30:00,"UTC",NA,8.6,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-09-23,"07:00",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-02032A","PDT","PDT",2020-09-23 14:00:00,"UTC",NA,7.5,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-09-29,"07:10",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-02033A","PDT","PDT",2020-09-29 14:10:00,"UTC",NA,8.1,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-10-13,"08:00",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2020-10-13 15:00:00,"UTC",NA,7.9,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2020-11-03,"07:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03788A","PST","PST",2020-11-03 15:30:00,"UTC",NA,9.3,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-01-05,"08:00",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03789A","PST","PST",2021-01-05 16:00:00,"UTC",NA,10,NA,"LUMIN","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-02-18,"08:20",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03790A","PST","PST",2021-02-18 16:20:00,"UTC",NA,10.4,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-03-09,"07:40",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03791A","PST","PST",2021-03-09 15:40:00,"UTC",NA,9.6,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-03-23,"07:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03792A","PDT","PDT",2021-03-23 14:30:00,"UTC",NA,9.8,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-04-06,"08:10",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03793A","PDT","PDT",2021-04-06 15:10:00,"UTC",NA,10,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-04-20,"07:40",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03794A","PDT","PDT",2021-04-20 14:40:00,"UTC",NA,9.9,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-05-04,"08:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-03795A","PDT","PDT",2021-05-04 15:30:00,"UTC",NA,9.5,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-05-11,"07:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2021-05-11 14:30:00,"UTC",NA,9.5,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-05-18,"07:00",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2021-05-18 14:00:00,"UTC",NA,9,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-06-22,"07:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-04592A","PDT","PDT",2021-06-22 14:30:00,"UTC",NA,7.5,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-07-07,"07:40",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-04593A","PDT","PDT",2021-07-07 14:40:00,"UTC",NA,7.1,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-07-13,"07:00",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-04594A","PDT","PDT",2021-07-13 14:00:00,"UTC",NA,7.2,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-07-27,"07:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-04595A","PDT","PDT",2021-07-27 14:30:00,"UTC",NA,7,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-08-10,"08:00",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-04596A","PDT","PDT",2021-08-10 15:00:00,"UTC",NA,7.2,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-08-16,"07:30",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2021-08-16 14:30:00,"UTC",NA,7,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-08-24,"07:20",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-04597A","PDT","PDT",2021-08-24 14:20:00,"UTC",NA,7.8,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-09-07,"07:40",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9","ID-04598A","PDT","PDT",2021-09-07 14:40:00,"UTC",NA,7.8,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-09-28,"08:00",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2021-09-28 15:00:00,"UTC",NA,7.9,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-11-03,"07:40",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2021-11-03 14:40:00,"UTC",NA,8.9,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12505450",2021-12-07,"07:50",NA,NA,"K","USGS-WRD","WS","CCYKSW",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2021-12-07 14:50:00,"UTC",NA,9.2,NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12508790",2017-04-17,"08:37",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-04-17 15:37:00,"UTC",NA,11.7,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508790",2017-05-19,"11:12",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X","L-1440298 Removed schedule 2694 and added LC3156 per W. Landrum. JPC 5/24/14","PDT","PDT",2017-05-19 18:12:00,"UTC",NA,10.3,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508790",2017-08-09,"11:12",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-08-09 18:12:00,"UTC",NA,9.3,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508790",2017-08-14,"11:43",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-08-14 18:43:00,"UTC",NA,9.8,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508790",2017-09-21,"10:52",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-09-21 17:52:00,"UTC",NA,9.5,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508790",2017-10-30,"10:26",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-10-30 17:26:00,"UTC",NA,3.6,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508790",2017-12-12,"10:12",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PST","PST",2017-12-12 18:12:00,"UTC",NA,12.4,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508840",2017-04-17,"09:32",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-04-17 16:32:00,"UTC",NA,10.5,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508840",2017-05-19,"12:03",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X","L-1440288 Removed schedule 2694 and added LC3156 per W. Landrum. JPC 5/24/14","PDT","PDT",2017-05-19 19:03:00,"UTC",NA,10.5,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508840",2017-08-09,"09:14",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-08-09 16:14:00,"UTC",NA,8.6,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508840",2017-08-14,"10:54",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-08-14 17:54:00,"UTC",NA,9.5,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508840",2017-09-21,"08:27",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","7","X",NA,"PDT","PDT",2017-09-21 15:27:00,"UTC",NA,9.2,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508840",2017-10-30,"11:15",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-10-30 18:15:00,"UTC",NA,5.8,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508840",2017-12-12,"11:41",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PST","PST",2017-12-12 19:41:00,"UTC",NA,11.3,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508850",2017-04-17,"09:51",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-04-17 16:51:00,"UTC",NA,12,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508850",2017-05-19,"12:43",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X","L-1440310 Removed schedule 2694 and added LC3156 per W. Landrum. JPC 5/24/14","PDT","PDT",2017-05-19 19:43:00,"UTC",NA,10.3,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508850",2017-08-09,"07:54",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-08-09 14:54:00,"UTC",NA,10.4,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508850",2017-08-14,"09:43",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-08-14 16:43:00,"UTC",NA,8.9,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508850",2017-09-21,"07:51",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","7","X",NA,"PDT","PDT",2017-09-21 14:51:00,"UTC",NA,9.8,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508850",2017-10-30,"11:49",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PDT","PDT",2017-10-30 18:49:00,"UTC",NA,7,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12508850",2017-12-12,"12:14",NA,NA,"K","USGS-WRD","WS","EH700",NA,NA,NA,"X","9","X",NA,"PST","PST",2017-12-12 20:14:00,"UTC",NA,12.8,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2007-10-24,"12:00",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2007-10-24 19:00:00,"UTC",NA,10.6,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2007-11-20,"12:00",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PST","PST",2007-11-20 20:00:00,"UTC",NA,12.5,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2007-12-12,"11:10",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PST","PST",2007-12-12 19:10:00,"UTC",NA,15.2,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-01-15,"10:50",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"5","9","9",NA,"PST","PST",2008-01-15 18:50:00,"UTC",NA,14.4,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-02-20,"10:40",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PST","PST",2008-02-20 18:40:00,"UTC",NA,13.8,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-03-17,"11:50",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-03-17 18:50:00,"UTC",NA,12.2,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-04-16,"11:20",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-04-16 18:20:00,"UTC",NA,12.2,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-05-06,"11:20",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-05-06 18:20:00,"UTC",NA,10.8,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-05-19,"10:40",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"8","9","4",NA,"PDT","PDT",2008-05-19 17:40:00,"UTC",NA,9.4,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-06-02,"11:30",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-06-02 18:30:00,"UTC",NA,9.4,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-06-16,"12:00",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-06-16 19:00:00,"UTC",NA,12.5,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-07-07,"12:00",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-07-07 19:00:00,"UTC",NA,9.3,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-07-17,"11:50",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-07-17 18:50:00,"UTC",NA,11.3,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-08-05,"11:10",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9","L-2190154 WSC emailed for valid NAWQA proj code, paa, 8/9/08..  ST proj code added per dwight, paa, 8/11/08","PDT","PDT",2008-08-05 18:10:00,"UTC",NA,10.4,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-08-19,"12:20",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-08-19 19:20:00,"UTC",NA,10.2,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2008-09-15,"10:50",NA,NA,"K","USGS-WRD","WS","9722CRMCC",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2008-09-15 17:50:00,"UTC",NA,10.4,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2011-10-26,"10:00",NA,NA,"K","USGS-WRD","WS","GX12YG00C",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2011-10-26 17:00:00,"UTC",NA,10.7,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2011-11-14,"10:00",NA,NA,"K","USGS-WRD","WS","GX12YG00C",NA,NA,NA,"9","9","9",NA,"PST","PST",2011-11-14 18:00:00,"UTC",NA,13.2,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2011-12-20,"10:00",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PST","PST",2011-12-20 18:00:00,"UTC",NA,14,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-01-23,"09:50",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PST","PST",2012-01-23 17:50:00,"UTC",NA,13.4,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-02-27,"10:10",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PST","PST",2012-02-27 18:10:00,"UTC",NA,12.6,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-03-20,"08:30",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9","L-0820004 Received March 21, 2012   WCA condition changed to improper preservation, JNV","PDT","PDT",2012-03-20 15:30:00,"UTC",NA,11.9,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-04-10,"09:30",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2012-04-10 16:30:00,"UTC",NA,10.5,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-05-07,"09:20",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2012-05-07 16:20:00,"UTC",NA,11.1,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-05-22,"09:00",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9","L-1440166 Lab codes not indicated as add or delete, LC's added, JNV","PDT","PDT",2012-05-22 16:00:00,"UTC",NA,10.6,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-06-05,"09:10",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"8","9","9",NA,"PDT","PDT",2012-06-05 16:10:00,"UTC",NA,10,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-06-19,"08:50",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9","L-1740052 Received June 20, 2012","PDT","PDT",2012-06-19 15:50:00,"UTC",NA,9.6,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-07-10,"08:40",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9","A-1930097 S2033 Environmental","PDT","PDT",2012-07-10 15:40:00,"UTC",NA,8.5,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-07-24,"08:50",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2012-07-24 15:50:00,"UTC",NA,8.6,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2012-08-06,"11:30",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9","A-2200094 S2033 Environmental L-2200094 Study smpls recvd in two coolers,  paa","PDT","PDT",2012-08-06 18:30:00,"UTC",NA,11.5,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-08-21,"09:30",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2012-08-21 16:30:00,"UTC",NA,8,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-09-05,"09:10",NA,NA,"K","USGS-WRD","WS","CCYK",NA,NA,NA,"9","9","9","A-2500271 S2033 Environmental","PDT","PDT",2012-09-05 16:10:00,"UTC",NA,8.8,NA,"MEMBR","R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","12510500",2012-10-10,"10:30",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","A-2850039 100mL of filtered water used for all 6 TPCN filters, and 20mL of filtered sample water used for the PEST sample.","PDT","PDT",2012-10-10 17:30:00,"UTC",NA,10.8,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2012-11-05,"10:00",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","A-3110148 20mL of filtered sample water for PEST. L-3110148 invalid NAWQA proposal CL13CCYK changed to CL13NAWWA, paa, 11/9/12","PST","PST",2012-11-05 18:00:00,"UTC",NA,10.9,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2012-12-04,"11:00",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","L-3410031 Received December 05, 2012","PST","PST",2012-12-04 19:00:00,"UTC",NA,11.9,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2013-01-08,"09:40",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PST","PST",2013-01-08 17:40:00,"UTC",NA,13,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2013-02-06,"09:10",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PST","PST",2013-02-06 17:10:00,"UTC",NA,12.4,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2013-03-05,"08:00",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PST","PST",2013-03-05 16:00:00,"UTC",NA,12.8,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2013-03-19,"09:00",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9","LabSampleID: 280-43647-111","PDT","PDT",2013-03-19 16:00:00,"UTC",NA,11.2,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2013-04-10,"08:10",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"6","9","9","L-1020023 Received April 11, 2013","PDT","PDT",2013-04-10 15:10:00,"UTC",NA,10.8,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2013-04-23,"09:00",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"9","9","9",NA,"PDT","PDT",2013-04-23 16:00:00,"UTC",NA,9.3,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
"USGS","12510500",2013-05-06,"09:40",NA,NA,"K","USGS","WS","CCYK",NA,NA,NA,"8","9","9",NA,"PDT","PDT",2013-05-06 16:40:00,"UTC",NA,9.6,NA,"LUMIN","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-WRD"
